SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 1, 45.3
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 2, 64.44
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 3, 76
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 4, 79.43
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 5, 81.76
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 6, 81.02
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 7, 84.73
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 8, 84.72
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 9, 85.97
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 10, 83.97
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 11, 85.07
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 12, 85.98
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 13, 84.5
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 14, 84.67
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 15, 87.86
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 16, 87.31
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 17, 86.52
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 18, 88.06
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 19, 86.87
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 20, 88.42
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 21, 86.99
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 22, 87.95
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 23, 88.35
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 24, 88.9
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 25, 85.93
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 26, 88.25
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 27, 89.02
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 28, 89.94
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 29, 88.4
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 30, 88.11
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 31, 88.83
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 32, 89.08
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 33, 89.85
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 34, 88.33
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 35, 89.41
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 36, 87.94
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 37, 90.25
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 38, 89.73
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 39, 89.93
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 40, 89.23
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 41, 87.49
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 42, 89.39
SGD, 1, -9, 1, -9, 100, 100, 100, 100, 0.1, 0.15, 1, 10, 4096, 0, 2, 43, 90.03
