1, 0, 200, 27371.7, 19933.4, 9856.03, 2998.85, 17279.6, 5679.06, 17075.7, 5627.37, 3792.95, 13635.1, 196, 99
1, 1, 200, 19353.5, 9803.5, 6236.61, 1294.25, 10391.4, 3803.26, 10587.6, 3567.05, 6695.42, 5926.58, 170, 73
1, 2, 200, 4486.18, 2759.1, 1253.59, 293.5, 2030.21, 685.114, 2105.02, 750.858, 2630.46, 2117.56, 76, 19
1, 3, 200, 2198.28, 979.25, 712.991, 159.106, 1156.75, 493.232, 1216.35, 465.372, 993.781, 517.654, 56, 11
1, 4, 200, 1008.45, 1087.73, 351.083, 106.462, 588.379, 219.5, 640.493, 232.829, 262.8, 884.075, 40, 8
1, 5, 200, 2617.07, 1745.7, 826.348, 282.054, 1365.98, 568.796, 1371.25, 672.743, 1203.65, 1133.6, 55, 13
1, 6, 200, 5024.53, 1376.3, 1624.09, 423.321, 2743.75, 877, 2817.33, 731.987, 2030.86, 274.303, 81, 16
1, 7, 200, 7483.44, 3617.6, 2313.49, 351.894, 3865.48, 1312.17, 4062.67, 1352.97, 3093, 2300.31, 118, 30
1, 8, 200, 3208.03, 2868.49, 939.04, 159.567, 1794.62, 802.355, 1826.58, 757.813, 1136.63, 2270.31, 71, 18
1, 9, 200, 10631.4, 4231.59, 2479.59, 192.891, 4606.25, 1823.93, 4644.69, 1546.93, 6457.65, 2808.05, 158, 34
1, 10, 200, 7925.18, 2189.99, 1710.84, 29.8285, 3376.89, 1363.62, 3330.39, 1132.64, 4819.69, 625.313, 111, 27
1, 11, 200, 4931.44, 1372, 1386.59, 28.2628, 2550.59, 1005.38, 2489.19, 877.214, 2515.88, 53.6296, 96, 16
1, 12, 200, 5363.6, 1463.41, 1339.74, 68.582, 2721.41, 996.966, 2665.34, 946.924, 2623.99, 189.312, 107, 20
1, 13, 200, 14220.1, 3905.81, 2608.62, 146.077, 5371.96, 1925.04, 5430.79, 1657.33, 9906.31, 1967.63, 150, 40
1, 14, 200, 7054.37, 3020.52, 1668.05, 177.354, 3605.56, 1446.76, 3684.64, 1488.03, 3479.82, 1497.04, 147, 33
1, 15, 200, 20881.6, 7696.24, 4236.06, 220.073, 9054.03, 2309.08, 9022.91, 2596.33, 13124.7, 5259.27, 157, 49
1, 16, 200, 22245, 8604.34, 3381.66, 70.3453, 8222.3, 2562.32, 8017.11, 2674.28, 15742.3, 6159.15, 165, 60
1, 17, 200, 16395.9, 4297.64, 2719.33, 97.408, 6332.02, 2139.57, 6527.21, 2301.59, 11469.2, 1888.11, 164, 53
1, 18, 200, 14541.9, 4798.38, 2498.46, 128.244, 6157.99, 2049.73, 6340.57, 2142.68, 9503.34, 2786.24, 152, 47
1, 19, 200, 23807.3, 5220.98, 3328.65, 98.589, 8907.03, 2689.64, 9176.92, 2535.58, 16416.7, 2455.35, 167, 56
1, 20, 200, 25499, 5934.59, 2656.04, 19.2481, 7885.72, 2420.46, 7941.1, 2297.26, 20599.7, 3574.13, 167, 51
1, 21, 200, 17566.5, 4395.66, 2062.51, 103.626, 6460.82, 2078.64, 6420.07, 2050.2, 12854.3, 2134.07, 168, 48
1, 22, 200, 21356.7, 6182.21, 2745.35, 36.8596, 8633.61, 2518.15, 8805.29, 2426.31, 14365.6, 3827.84, 186, 55
1, 23, 200, 26781.4, 6525.72, 3034.97, 39.4799, 9966.03, 2862.76, 10231, 2516.83, 19805.5, 3780.36, 176, 59
1, 24, 200, 27212.2, 7672.79, 3056.9, 73.5261, 10379.3, 2956.23, 10357.8, 2964.76, 18995.8, 4848.45, 187, 70
1, 25, 200, 27776.5, 8380.49, 2319.37, 3.67655, 9560.59, 2926.64, 9665.87, 3047.91, 21143.9, 5755.29, 178, 70
1, 26, 200, 35221.4, 9995.35, 2983.17, 31.7493, 12274.3, 3668.56, 12512, 3852.34, 26676.4, 6368.08, 196, 88
1, 27, 200, 26267.4, 6946.24, 1885.84, 14.1421, 8816.79, 2720.8, 8911.36, 2707.99, 20101.9, 4279.98, 176, 69
1, 28, 200, 29314.2, 7193.65, 1811.73, 17.6831, 9766.4, 2657.92, 9892.83, 2816.91, 22733.2, 4290.81, 191, 65
1, 29, 200, 27790.8, 7566.07, 2089.33, 0, 9665.58, 2833.24, 10104.5, 2842.99, 21183.5, 4801.31, 191, 71
1, 30, 200, 31411.7, 11120.2, 1808.23, 38.2495, 10397.2, 3084.1, 10645.1, 2825.72, 24252, 8513.78, 177, 71
1, 31, 200, 35356.4, 7508.55, 2027.17, 3.67655, 11685.6, 3173.43, 11739.3, 3151.01, 27615.8, 4348.46, 186, 77
1, 32, 200, 30517.4, 8498.58, 1982.7, 20, 10370.5, 3059.76, 10566.5, 2705.4, 23744.8, 5879.55, 192, 67
1, 33, 200, 38935.9, 9438.81, 2221.26, 14.4632, 13530.2, 3838.05, 13776.1, 3688.25, 29364.8, 5724.21, 192, 96
1, 34, 200, 27294.2, 5575.94, 1792.34, 12.0592, 10430, 2764.15, 10572, 2502.74, 20060.7, 2643.9, 186, 70
1, 35, 200, 28929.5, 7462.47, 1696.51, 47.4808, 11807.2, 3177.18, 12098.6, 2947.33, 19961.2, 4327.23, 196, 84
1, 36, 200, 22886.8, 8500.76, 1064.39, 75.489, 8635.05, 2503.48, 8568.34, 2573.16, 15807.9, 6066.31, 184, 70
1, 37, 200, 48856.2, 13539.8, 1884.67, 298.031, 11996.3, 3947.17, 12259.8, 3687.04, 42057.2, 10376.4, 184, 99
1, 38, 200, 54178, 13874, 2293.58, 157.867, 15609.8, 4593.22, 15962.7, 4373.44, 44478.3, 10142.8, 200, 113
1, 39, 200, 35487.1, 6844.29, 1213.12, 38.9675, 11179.2, 3016.7, 11692.3, 2892.19, 28382.7, 3883.77, 199, 82
2, 40, 200, 33731.7, 7943.89, 1437.48, 35.6456, 11919.5, 3573.38, 12282.2, 3442.28, 25440.2, 4101.03, 200, 104
