1, 0, 200, 1.03989, 127.456, -110.268, -0.667193
1, 1, 200, 1, 32.989, -73.1656, -1
1, 2, 200, 1, 30.9592, -74.1575, 0.00216237
1, 3, 200, 1, 46.8063, -100.855, -1
1, 4, 200, 1, 46.3085, -98.8009, -0.716108
1, 5, 200, 1, 29.3793, -98.2901, 0.22555
1, 6, 200, 1, 17.0539, -50.9116, -1
1, 7, 200, 1, 60.7501, -88.9295, 0.207527
1, 8, 200, 1, 57.3642, -99.1649, -1
1, 9, 200, 1, 59.4427, -110.377, 0.139154
1, 10, 200, 1, 45.3093, -107.476, -0.558869
1, 11, 200, 1, 39.6279, -89.3991, -0.923894
1, 12, 200, 1, 43.4358, -102.286, 0.596722
1, 13, 200, 1, 65.736, -109.234, -0.00917103
1, 14, 200, 1, 93.7382, -101.836, 0.447166
1, 15, 200, 1, 88.5964, -124.037, -1
1, 16, 200, 1, 77.4135, -121.333, -1
1, 17, 200, 1, 114.527, -131.598, -1
1, 18, 200, 1, 89.2109, -124.216, -1
1, 19, 200, 1, 98.906, -126.172, 0.0526123
1, 20, 200, 1, 85.3373, -117.652, 0.117629
1, 21, 200, 2.09973, 127.753, -122.982, -0.0323651
1, 22, 200, 2.87162, 151.868, -110.473, -0.0200064
1, 23, 200, 1, 128.823, -120.054, -0.18741
1, 24, 200, 2.64545, 137.838, -122.497, -0.393356
1, 25, 200, 1, 137.099, -117.023, 0.148254
1, 26, 200, 1, 91.6383, -118.649, -0.0557389
1, 27, 200, 1, 96.3281, -124.762, 0.165241
1, 28, 200, 1, 89.1587, -133.257, -0.106641
1, 29, 200, 1, 139.01, -118.281, -0.111679
1, 30, 200, 1, 108.151, -123.59, -0.572358
1, 31, 200, 1, 96.2104, -127.769, -0.157044
1, 32, 200, 1, 108.524, -127.724, 0.29325
1, 33, 200, 2.088, 106.524, -144.185, -0.340413
1, 34, 200, 2.27536, 138.942, -112.385, -0.382473
1, 35, 200, 1, 128.347, -123.771, -0.220922
1, 36, 200, 2.29447, 110.855, -136.148, -0.508736
1, 37, 200, 2.68012, 107.852, -126.727, -0.111468
1, 38, 200, 1, 155.264, -110.857, -1
1, 39, 200, 1, 167.199, -106.222, 0.119591
2, 40, 200, 1, 156.993, -112.053, 0.651914
2, 41, 200, 1, 157.058, -104.884, -1
2, 42, 200, 2.28252, 152.133, -107.509, -0.0751457
2, 43, 200, 1, 154.299, -109.677, 0.268368
2, 44, 200, 1, 166.438, -110.023, 0.449725
2, 45, 200, 2.50347, 188.481, -97.0806, 0.122717
2, 46, 200, 1, 159.56, -106.307, -1
2, 47, 200, 1, 189.094, -94.2996, -0.116569
2, 48, 200, 2.11388, 181.637, -97.0432, -0.824242
2, 49, 200, 1, 197.106, -91.6228, -0.0858951
2, 50, 200, 2.58821, 186.853, -100.263, -0.275732
2, 51, 200, 1, 171.017, -93.4514, 0.0456794
2, 52, 200, 2.69167, 172.47, -93.0345, -0.150863
2, 53, 200, 1, 176.4, -105.662, -1
2, 54, 200, 2.42646, 182.11, -95.844, -0.0676561
2, 55, 200, 1, 182.273, -94.4636, -1
2, 56, 200, 1, 194.87, -95.3123, -0.245564
2, 57, 200, 1, 222.983, -91.7117, -1
2, 58, 200, 1, 198.793, -98.6178, -0.0411162
2, 59, 200, 1, 201.74, -111.234, -1
2, 60, 200, 2.15188, 174.374, -104.111, -0.0268221
2, 61, 200, 2.01757, 169.096, -105.928, -0.463137
2, 62, 200, 1, 171.846, -105.851, -0.306208
2, 63, 200, 1, 210.985, -93.1357, -0.323574
2, 64, 200, 2.42819, 190.351, -98.5649, 0.060758
2, 65, 200, 2.7719, 182.228, -99.355, -0.00199457
2, 66, 200, 2.67315, 186.949, -95.7767, -0.0096224
2, 67, 200, 2.03287, 227.861, -88.9143, 0.226814
2, 68, 200, 1, 209.882, -87.2313, -1
2, 69, 200, 1, 227.118, -69.4404, -1
2, 70, 200, 1.90677, 193.541, -94.5257, 0.180861
2, 71, 200, 1, 201.262, -88.5064, -1
2, 72, 200, 1, 224.443, -86.8654, -0.0540313
2, 73, 200, 3.21555, 237.149, -79.4209, 0.370713
2, 74, 200, 1, 193.981, -87.4696, -1
2, 75, 200, 1, 220.997, -84.1062, 0.436884
2, 76, 200, 1, 220.56, -72.969, 0.0110692
2, 77, 200, 1.99341, 212, -96.6316, -0.0395993
2, 78, 200, 3.27154, 225.199, -79.2974, -0.838474
2, 79, 200, 1, 220.304, -85.0371, -1
3, 80, 200, 1, 214.899, -78.8949, -1
3, 81, 200, 1.92071, 204.813, -91.5869, -0.266844
3, 82, 200, 1, 201.857, -83.3718, -0.0797542
3, 83, 200, 2.46531, 212.19, -81.4318, -0.452559
3, 84, 200, 2.05622, 176.976, -91.9594, -0.416949
3, 85, 200, 1.51865, 212.815, -89.6173, 0.0397871
3, 86, 200, 1.21162, 223.046, -91.26, -0.379334
3, 87, 200, 1, 206.999, -87.4839, 0.0255283
3, 88, 200, 1, 208.307, -74.6649, 0.527255
3, 89, 200, 1.75979, 204.494, -80.6686, -0.052583
3, 90, 200, 1, 217.835, -79.6124, -0.140386
3, 91, 200, 1, 205.903, -83.6448, -1
3, 92, 200, 3.40044, 188.516, -87.8693, -1
3, 93, 200, 2.37761, 199.066, -82.5338, -0.370586
3, 94, 200, 1, 218.149, -84.6492, 0.198646
3, 95, 200, 1, 203.105, -91.7147, 0.0816214
3, 96, 200, 1.71198, 194.901, -96.8692, -0.68804
3, 97, 200, 1, 185.332, -93.2699, -0.476408
3, 98, 200, 2.29159, 199.036, -94.9648, 0.230719
3, 99, 200, 1.34902, 202.631, -96.9466, 0.262084
3, 100, 200, 2.17719, 185.246, -94.2429, 0.0199674
3, 101, 200, 1, 217.876, -82.0672, -0.288744
3, 102, 200, 1.9325, 172.894, -93.7642, -0.0478971
3, 103, 200, 1, 219.664, -94.0839, 0.430579
3, 104, 200, 1.80712, 212.824, -79.5603, -0.173313
