1, 0, 200, 1, 189.465, -106.127, 0.829404
1, 1, 200, 1, 20.5234, -20.8166, 0.240603
1, 2, 200, 1, 6.71019, -9.13607, 0.872582
1, 3, 200, 0, 0, 0, 0
1, 4, 200, 0, 0, 0, 0
1, 5, 200, 0, 0, 0, 0
1, 6, 200, 1, 12.5026, -6.14981, 0.849813
1, 7, 200, 0, 0, 0, 0
1, 8, 200, 1, 13.1952, -12.2763, 0.841574
1, 9, 200, 0, 0, 0, 0
1, 10, 200, 0, 6.66083, 0, 0.793996
1, 11, 200, 1.11987, 16.2515, -8.26092, -0.0796894
1, 12, 200, 1, 6.28189, -12.1521, 0.877363
1, 13, 200, 0, 0, 0, 0
1, 14, 200, 0, 0, 0, 0
1, 15, 200, 1, 1.57221, -7.79519, -0.231432
1, 16, 200, 0, 0, 0, 0
1, 17, 200, 0, 0, 0, 0
1, 18, 200, 0, 0, 0, 0
1, 19, 200, 0, 0, 0, 0
1, 20, 200, 0, 0, 0, 0
1, 21, 200, 0, 0, 0, 0
1, 22, 200, 0, 7.03916, 0, 0.883094
1, 23, 200, 0, 0, 0, 0
1, 24, 200, 0, 0, 0, 0
1, 25, 200, 0, 0, 0, 0
1, 26, 200, 0, 0, 0, 0
1, 27, 200, 1, 16.7241, -27.9264, -0.428962
1, 28, 200, 1, 19.6616, -12.3173, 0.826191
1, 29, 200, 1, 46.0767, -15.3482, 0.484526
1, 30, 200, 1, 125.418, -44.8147, 0.730488
1, 31, 200, 1, 118.295, -54.9136, 0.692504
1, 32, 200, 1, 95.8597, -44.6537, 0.721377
1, 33, 200, 2.41501, 110.099, -44.0903, 0.0939932
1, 34, 200, 1, 73.0524, -65.4837, 0.525175
1, 35, 200, 1, 48.8313, -32.8195, 0.696318
1, 36, 200, 2.88668, 50.3661, -31.2677, 0.506362
1, 37, 200, 3.08201, 71.3922, -40.4827, 0.290763
1, 38, 200, 1, 36.3828, -37.7874, 0.607271
1, 39, 200, 1, 72.9858, -42.5011, 0.514773
2, 40, 200, 1, 79.6787, -57.3909, 0.703649
2, 41, 200, 1, 47.6028, -29.6124, 0.648209
2, 42, 200, 1, 69.1063, -45.4282, 0.584528
2, 43, 200, 1, 40.1503, -33.1697, 0.486107
2, 44, 200, 1, 60.268, -47.5837, 0.153402
2, 45, 200, 1, 63.7643, -40.8219, 0.819391
2, 46, 200, 1, 41.9388, -44.9915, 0.623673
2, 47, 200, 3.85268, 113.438, -48.4526, -0.0142188
