1, 0, 200, 44416, 17122.7, 40251.6, 15398.9, 10252.8, 1349.59, 13401, 5584.8, 0, 0, 54, 19
1, 1, 200, 14879.7, 5471.55, 13637.4, 4758.57, 2385.56, 780.841, 4352.92, 1933.65, 0, 0, 34, 7
1, 2, 200, 3564.31, 1520.81, 3296.68, 1374.28, 903.149, 115.125, 716.283, 630.14, 0, 0, 16, 2
1, 3, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 4, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 5, 200, 1294.39, 711.942, 1291.82, 703.457, 29.1206, 105.88, 56.9029, 28.2843, 0, 0, 8, 1
1, 6, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 7, 200, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
1, 8, 200, 17364, 8108.11, 15925.6, 7345.36, 3074.64, 1123.44, 4598.59, 2540.57, 0, 0, 36, 11
1, 9, 200, 33514.5, 16314.5, 29807.1, 14012, 9230.5, 4214.39, 10157.2, 4853.68, 0, 0, 69, 20
1, 10, 200, 27067.2, 14538.1, 24291.2, 12264.8, 6080.31, 3131.21, 8175.8, 5253.11, 0, 20, 70, 22
1, 11, 200, 31060.5, 9242.82, 28390.1, 7896.66, 7904.85, 1587.78, 8517.38, 3543.57, 0, 20, 68, 17
1, 12, 200, 21260.8, 7053.15, 18809.8, 6082.71, 5949.71, 1938.97, 6896.22, 1864.46, 0, 71.8007, 59, 11
1, 13, 200, 18303.2, 7515.4, 16366.1, 6666.12, 4398.79, 1243.14, 6191.63, 2537.12, 0, 81.3729, 62, 14
1, 14, 200, 19986.6, 10609.8, 18251.3, 9345.36, 5936.8, 2247.08, 4540.6, 3006.37, 0, 32.3099, 51, 17
1, 15, 200, 31024.2, 17435.3, 27477.6, 14922.8, 8822.9, 4089.12, 9599.96, 5515.15, 0, 68.4833, 92, 23
1, 16, 200, 27233.8, 11458.9, 24111.3, 10083.5, 7427.61, 3543.92, 9331.73, 2309.77, 0, 51.0632, 64, 17
1, 17, 200, 15612.2, 6941.06, 13903, 6021.31, 5074.37, 2667.98, 4465.33, 1027.97, 0, 33.0647, 41, 12
1, 18, 200, 32849.3, 18503.4, 29292.4, 16116.9, 9055.81, 3739.27, 10469.7, 5803.35, 0, 33.4469, 75, 26
1, 19, 200, 23334.2, 8977.06, 21227.8, 7928.85, 6401.24, 2497.17, 6566.22, 1998.33, 0, 31.056, 78, 17
1, 20, 200, 38223.2, 15101.8, 32983.9, 13178.8, 11465.1, 2504.42, 14561.5, 5343.72, 20.4593, 78.4196, 101, 23
1, 21, 200, 26631.9, 14120.9, 23126.2, 12523.7, 7669.92, 3648.58, 9466.97, 3394.63, 58.2111, 35.6816, 76, 23
1, 22, 200, 44680.5, 22211.1, 39835.3, 19298.7, 11140.4, 5151.31, 15147, 6376.73, 72.6281, 82.8453, 101, 39
