1, 0, 5838, 17471, 17663, 1, -0.00731991, -0.654811, 0.646797, -0.73641
1, 1, 5825, 17477, 17647, 6, -0.009778, -0.654089, 0.643527, -0.255083
1, 2, 5811, 17490, 17631, 12, -0.00974455, -0.652506, 0.642103, -0.0509679
1, 3, 5804, 17503, 17623, 14, -0.00886524, -0.650764, 0.64179, 0.230874
1, 4, 5765, 17525, 17631, 23, -0.00917876, -0.647264, 0.638474, 0.0802603
1, 5, 5734, 17535, 17636, 38, -0.00847243, -0.648408, 0.639997, -0.0542842
1, 6, 5716, 17550, 17640, 37, -0.00928969, -0.649673, 0.639112, -0.0431456
1, 7, 5701, 17563, 17631, 47, -0.0103251, -0.64983, 0.638373, 0.0115907
1, 8, 5701, 17563, 17631, 47, -0.0104458, -0.649829, 0.638273, 0.0115907
1, 9, 5695, 17569, 17630, 45, -0.0106855, -0.650909, 0.639001, -0.0123875
1, 10, 5686, 17578, 17629, 45, -0.00996622, -0.649374, 0.638848, -0.0123875
1, 11, 5617, 17612, 17656, 55, -0.0087092, -0.64717, 0.638958, 0.0596128
1, 12, 5484, 17676, 17699, 81, -0.00973574, -0.642643, 0.633082, 0.0912711
1, 13, 5339, 17699, 17662, 220, -0.011054, -0.637665, 0.626024, 0.0921905
1, 14, 5339, 17701, 17678, 202, -0.011054, -0.638061, 0.626918, 0.100593
1, 15, 5289, 17749, 17670, 210, -0.0104691, -0.637412, 0.627232, 0.134171
1, 16, 5184, 17823, 17749, 183, -0.00989566, -0.638882, 0.628819, 0.127596
1, 17, 5031, 17935, 17807, 169, -0.0102169, -0.640299, 0.629065, 0.189253
1, 18, 4798, 18089, 17822, 227, -0.0115972, -0.637728, 0.626176, 0.209581
1, 19, 4658, 18196, 17825, 257, -0.0109871, -0.636789, 0.625589, 0.209363
1, 20, 4485, 18285, 17901, 265, -0.0110498, -0.638796, 0.62777, 0.182598
1, 21, 4296, 18418, 18050, 181, -0.0119943, -0.640908, 0.62899, 0.117671
1, 22, 4175, 18483, 18067, 216, -0.0125286, -0.639056, 0.626146, 0.121836
1, 23, 3952, 18624, 18148, 223, -0.0146388, -0.641447, 0.626502, 0.0972169
1, 24, 3689, 18762, 18122, 360, -0.016455, -0.639164, 0.622392, 0.152126
1, 25, 3496, 18800, 18121, 522, -0.0150656, -0.636205, 0.619952, 0.0936502
1, 26, 3369, 18996, 18127, 455, -0.015332, -0.641328, 0.62352, 0.160923
1, 27, 3242, 19086, 18152, 457, -0.0163113, -0.639697, 0.622636, 0.145667
1, 28, 3154, 19183, 18180, 422, -0.016559, -0.642278, 0.624419, 0.145113
1, 29, 3031, 19270, 18194, 436, -0.0166062, -0.642577, 0.625502, 0.138119
1, 30, 2935, 19304, 18078, 610, -0.0166954, -0.638641, 0.61993, 0.143851
1, 31, 2848, 19394, 18115, 574, -0.0166273, -0.641027, 0.6211, 0.161619
1, 32, 2784, 19447, 18131, 570, -0.0162105, -0.643865, 0.620301, 0.154335
1, 33, 2717, 19557, 18152, 497, -0.0165448, -0.647264, 0.626211, 0.179261
1, 34, 2670, 19633, 18159, 462, -0.0170293, -0.650908, 0.627835, 0.203185
1, 35, 2622, 19701, 18275, 328, -0.0176439, -0.656964, 0.63552, 0.149646
1, 36, 2550, 19721, 18210, 438, -0.0179919, -0.65267, 0.631921, 0.159741
1, 37, 2515, 19751, 18266, 391, -0.0189888, -0.655851, 0.6345, 0.12809
1, 38, 2460, 19822, 18321, 325, -0.0191257, -0.660871, 0.639007, 0.145098
1, 39, 2415, 19862, 18296, 354, -0.0187951, -0.662821, 0.641088, 0.170382
2, 40, 2375, 19887, 18328, 336, -0.018874, -0.662701, 0.641437, 0.175189
2, 41, 2286, 19926, 18309, 400, -0.0196569, -0.663932, 0.641291, 0.136084
2, 42, 2182, 19959, 18228, 549, -0.0201553, -0.663691, 0.639404, 0.141293
2, 43, 2103, 20079, 18101, 645, -0.0205467, -0.666722, 0.637706, 0.17719
2, 44, 2043, 20126, 18007, 751, -0.0214865, -0.666671, 0.633682, 0.198623
2, 45, 1984, 20230, 18005, 711, -0.0209048, -0.670191, 0.636934, 0.217929
2, 46, 1956, 20352, 18039, 591, -0.0216953, -0.676675, 0.645568, 0.211871
2, 47, 1903, 20381, 17923, 729, -0.022585, -0.675637, 0.644442, 0.22848
2, 48, 1871, 20475, 17915, 685, -0.0225539, -0.679818, 0.647187, 0.234549
2, 49, 1836, 20535, 17875, 701, -0.0228852, -0.679713, 0.647812, 0.223434
2, 50, 1789, 20576, 17824, 760, -0.0222949, -0.681305, 0.64864, 0.219626
2, 51, 1765, 20555, 17791, 831, -0.0220129, -0.680089, 0.647103, 0.193505
2, 52, 1729, 20638, 17745, 839, -0.0220993, -0.681997, 0.651551, 0.190929
2, 53, 1713, 20709, 17817, 712, -0.0222168, -0.687053, 0.656745, 0.193334
2, 54, 1690, 20759, 17814, 692, -0.0224362, -0.686579, 0.655927, 0.219731
2, 55, 1662, 20752, 17747, 790, -0.023288, -0.684764, 0.653135, 0.201971
2, 56, 1631, 20794, 17601, 913, -0.0243843, -0.685624, 0.651454, 0.22293
2, 57, 1587, 20898, 17496, 965, -0.0240472, -0.686147, 0.651736, 0.236029
2, 58, 1561, 20929, 17413, 1038, -0.0233097, -0.686187, 0.651685, 0.226012
2, 59, 1529, 20922, 17263, 1213, -0.0237612, -0.687273, 0.649752, 0.206235
2, 60, 1505, 20948, 17207, 1283, -0.0237964, -0.686374, 0.65183, 0.182916
2, 61, 1475, 21078, 17212, 1182, -0.0234919, -0.68939, 0.651822, 0.198979
2, 62, 1456, 21205, 17243, 1039, -0.0244377, -0.693441, 0.655204, 0.209982
2, 63, 1429, 21265, 17148, 1105, -0.0246678, -0.691684, 0.651992, 0.225414
2, 64, 1409, 21409, 17153, 984, -0.0245342, -0.697393, 0.659227, 0.211871
2, 65, 1388, 21460, 17082, 1014, -0.0251953, -0.697937, 0.657865, 0.237787
2, 66, 1370, 21476, 17041, 1063, -0.0257146, -0.697101, 0.658719, 0.235779
2, 67, 1346, 21494, 17013, 1100, -0.0252085, -0.698095, 0.659463, 0.215885
2, 68, 1333, 21550, 16989, 1082, -0.0254748, -0.699579, 0.66135, 0.211757
2, 69, 1322, 21573, 16994, 1076, -0.0259938, -0.69899, 0.661149, 0.211012
2, 70, 1305, 21545, 16905, 1208, -0.0272569, -0.699352, 0.661913, 0.194532
2, 71, 1287, 21644, 16988, 1049, -0.0272732, -0.700158, 0.661027, 0.201631
2, 72, 1277, 21694, 16924, 1067, -0.0271433, -0.703174, 0.660923, 0.217777
2, 73, 1265, 21696, 16843, 1164, -0.0273466, -0.702932, 0.660594, 0.202276
2, 74, 1249, 21747, 16809, 1158, -0.0281228, -0.705193, 0.657214, 0.217654
