1, 0, 29262, 5855, 5883, 0, -0.0109834, -0.975096, 0.951317, -nan
1, 1, 29262, 5855, 5883, 0, -0.0110562, -0.975096, 0.951233, -nan
1, 2, 29262, 5855, 5883, 0, -0.0110562, -0.975096, 0.951233, -nan
1, 3, 29262, 5855, 5883, 0, -0.0110562, -0.975096, 0.951233, -nan
1, 4, 29262, 5855, 5883, 0, -0.0110562, -0.975096, 0.951233, -nan
1, 5, 29262, 5855, 5883, 0, -0.0110562, -0.975096, 0.951233, -nan
1, 6, 29262, 5855, 5883, 0, -0.0110562, -0.975096, 0.951233, -nan
1, 7, 29262, 5855, 5883, 0, -0.0110562, -0.975096, 0.951233, -nan
1, 8, 29262, 5855, 5883, 0, -0.0110562, -0.975096, 0.951233, -nan
1, 9, 29262, 5855, 5883, 0, -0.0110562, -0.975096, 0.951233, -nan
1, 10, 29262, 5855, 5883, 0, -0.0110562, -0.975096, 0.951233, -nan
1, 11, 29262, 5855, 5883, 0, -0.0110562, -0.975096, 0.951233, -nan
1, 12, 29262, 5855, 5883, 0, -0.0111251, -0.973082, 0.949385, -nan
1, 13, 29262, 5855, 5883, 0, -0.0111251, -0.973082, 0.949385, -nan
1, 14, 29262, 5855, 5883, 0, -0.0111251, -0.973082, 0.949385, -nan
1, 15, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 16, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 17, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 18, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 19, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 20, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 21, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 22, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 23, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 24, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 25, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 26, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 27, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 28, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 29, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 30, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 31, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 32, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 33, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 34, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 35, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 36, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 37, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 38, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
1, 39, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
2, 40, 29259, 5858, 5883, 0, -0.0122192, -0.970984, 0.946202, -nan
