1, 0, 200, 0.0119048, 3.61447, -0.656556, 0.0130026
1, 1, 200, 0.00664328, 2.69194, -0.829408, 0.0213486
1, 2, 200, 0.010989, 2.85737, -0.754322, 0.0113957
1, 3, 200, 0.125, 5.73961, -0.833731, -0.143247
1, 4, 200, 0.0454545, 5.85496, -0.834149, 0.118276
1, 5, 200, -nan, -nan, -nan, -nan
1, 6, 200, -nan, 0.366831, -nan, 0.835336
1, 7, 200, 0.0625, 7.28365, -0.856015, 0.149076
1, 8, 200, -nan, -nan, -nan, -nan
1, 9, 200, -nan, 0.521815, -nan, 0.244678
1, 10, 200, -nan, -nan, -nan, -nan
1, 11, 200, -nan, -nan, -nan, -nan
1, 12, 200, -nan, 0.453126, -nan, 0.664376
1, 13, 200, -nan, -nan, -nan, -nan
1, 14, 200, -nan, 5.22928, -nan, 0.221567
1, 15, 200, 0.125, 0.445089, -0.835241, 0.463841
1, 16, 200, -nan, -nan, -nan, -nan
1, 17, 200, 0.125, 0.477502, -0.843018, 0.476368
1, 18, 200, -nan, 5.21006, -nan, 0.310516
1, 19, 200, 0.0666667, 2.67131, -0.834219, 0.187303
1, 20, 200, 0.125, 4.89656, -0.849396, 0.205705
1, 21, 200, 0.125, 1.45928, -0.85237, 0.163345
1, 22, 200, 0.125, 5.52705, -0.843692, 0.187976
1, 23, 200, 0.125, 0.412382, -0.847702, 0.570477
1, 24, 200, 0.166667, 6.81383, -0.769813, 0.329468
1, 25, 200, -nan, -nan, -nan, -nan
1, 26, 200, -nan, -nan, -nan, -nan
1, 27, 200, 0.125, 0.414603, -0.832271, 0.306
1, 28, 200, 0.125, 4.95387, -0.832318, 0.489285
1, 29, 200, -nan, -nan, -nan, -nan
1, 30, 200, -nan, -nan, -nan, -nan
1, 31, 200, -nan, -nan, -nan, -nan
1, 32, 200, -nan, -nan, -nan, -nan
1, 33, 200, -nan, -nan, -nan, -nan
1, 34, 200, -nan, -nan, -nan, -nan
1, 35, 200, -nan, -nan, -nan, -nan
1, 36, 200, -nan, -nan, -nan, -nan
1, 37, 200, -nan, -nan, -nan, -nan
1, 38, 200, -nan, -nan, -nan, -nan
1, 39, 200, -nan, -nan, -nan, -nan
2, 40, 200, -nan, -nan, -nan, -nan
2, 41, 200, -nan, -nan, -nan, -nan
2, 42, 200, -nan, -nan, -nan, -nan
2, 43, 200, -nan, -nan, -nan, -nan
2, 44, 200, -nan, -nan, -nan, -nan
2, 45, 200, -nan, -nan, -nan, -nan
2, 46, 200, 0.125, 1.56311, -0.873534, -0.147393
2, 47, 200, 0.125, 0.449556, -0.837972, 0.511563
2, 48, 200, -nan, 5.71505, -nan, 0.207855
2, 49, 200, 0.125, 2.18155, -0.850712, 0.135304
2, 50, 200, 0.125, 0.484384, -0.839999, 0.337034
2, 51, 200, -nan, -nan, -nan, -nan
2, 52, 200, -nan, -nan, -nan, -nan
2, 53, 200, -nan, -nan, -nan, -nan
2, 54, 200, -nan, -nan, -nan, -nan
2, 55, 200, 0.125, 0.439127, -0.848322, 0.59955
2, 56, 200, -nan, -nan, -nan, -nan
2, 57, 200, -nan, -nan, -nan, -nan
2, 58, 200, -nan, -nan, -nan, -nan
2, 59, 200, -nan, -nan, -nan, -nan
2, 60, 200, -nan, -nan, -nan, -nan
2, 61, 200, -nan, -nan, -nan, -nan
2, 62, 200, -nan, 0.411534, -nan, 0.102912
2, 63, 200, -nan, -nan, -nan, -nan
2, 64, 200, -nan, -nan, -nan, -nan
2, 65, 200, -nan, -nan, -nan, -nan
2, 66, 200, -nan, -nan, -nan, -nan
2, 67, 200, 0.125, 8.99466, -0.832458, 0.43554
2, 68, 200, 0.125, 4.00295, -0.840855, -0.143048
2, 69, 200, -nan, -nan, -nan, -nan
2, 70, 200, -nan, -nan, -nan, -nan
2, 71, 200, -nan, -nan, -nan, -nan
2, 72, 200, -nan, -nan, -nan, -nan
2, 73, 200, -nan, -nan, -nan, -nan
2, 74, 200, -nan, -nan, -nan, -nan
2, 75, 200, -nan, -nan, -nan, -nan
2, 76, 200, -nan, -nan, -nan, -nan
2, 77, 200, -nan, -nan, -nan, -nan
2, 78, 200, -nan, -nan, -nan, -nan
2, 79, 200, -nan, -nan, -nan, -nan
3, 80, 200, -nan, -nan, -nan, -nan
3, 81, 200, -nan, -nan, -nan, -nan
3, 82, 200, -nan, -nan, -nan, -nan
3, 83, 200, -nan, -nan, -nan, -nan
3, 84, 200, 0.0454545, 4.92538, -0.817054, 0.112722
3, 85, 200, 0.0188679, 1.41932, -0.844493, 0.0500731
3, 86, 200, 0.016129, 1.91182, -0.767723, 0.0439844
3, 87, 200, 0.0344828, 1.53419, -0.816354, 0.0475603
3, 88, 200, 0.166667, 1.04409, -0.773756, 0.0304341
3, 89, 200, 0.0454545, 1.10101, -0.870654, 0.0225828
3, 90, 200, -nan, 0.744258, -nan, 0.0302742
3, 91, 200, -nan, 0.745858, -nan, 0.011681
3, 92, 200, 0.2, 0.883949, -0.711009, 0.0292688
3, 93, 200, -nan, 0.799349, -nan, 0.039731
3, 94, 200, 0.0769231, 0.774806, -0.792267, 0.00987862
3, 95, 200, -nan, 0.57919, -nan, 0.0187606
3, 96, 200, -nan, 0.675359, -nan, 0.0208055
3, 97, 200, 0.125, 0.856115, -0.84115, 0.0155871
3, 98, 200, -nan, 0.720054, -nan, 0.0224828
3, 99, 200, 0.125, 0.724888, -0.799828, 0.0285444
3, 100, 200, -nan, 0.746006, -nan, -0.00398342
3, 101, 200, -nan, 0.897833, -nan, 0.0277676
3, 102, 200, 0.125, 0.701179, -0.81102, 0.0171044
3, 103, 200, -nan, 0.74412, -nan, 0.0471251
3, 104, 200, -nan, 0.719197, -nan, 0.0142648
3, 105, 200, -nan, 0.738131, -nan, 0.0246623
3, 106, 200, -nan, 0.641579, -nan, 0.0242379
3, 107, 200, -nan, 0.731105, -nan, 0.0149067
3, 108, 200, -nan, 0.809746, -nan, 0.017761
3, 109, 200, -nan, 0.721057, -nan, 0.0226553
3, 110, 200, -nan, 0.700064, -nan, 0.0249851
3, 111, 200, -nan, 0.659014, -nan, 0.0226602
3, 112, 200, 0.125, 0.830551, -0.826099, 0.0129937
3, 113, 200, -nan, 0.719735, -nan, 0.0157631
3, 114, 200, -nan, 0.713001, -nan, 0.0356826
3, 115, 200, -nan, 0.666744, -nan, 0.0122466
3, 116, 200, -nan, 0.624855, -nan, 0.0145497
3, 117, 200, -nan, 0.805767, -nan, 0.0302866
3, 118, 200, -nan, 0.73728, -nan, 0.0223381
3, 119, 200, 0.125, 0.764503, -0.999371, 0.0174039
4, 120, 200, 0.125, 0.731249, -0.999532, 0.0166611
4, 121, 200, 0.125, 0.741355, -0.999846, 0.00812364
4, 122, 200, -nan, 0.652153, -nan, 0.0164747
4, 123, 200, -nan, 0.703967, -nan, 0.0162638
4, 124, 200, -nan, 0.660878, -nan, 0.0122656
4, 125, 200, -nan, 0.64218, -nan, 0.0101157
4, 126, 200, -nan, 0.556705, -nan, 0.0285446
4, 127, 200, -nan, 0.744385, -nan, 0.0191098
4, 128, 200, -nan, 0.648323, -nan, 0.0117503
4, 129, 200, -nan, 0.584279, -nan, 0.0217266
4, 130, 200, -nan, 0.695358, -nan, 0.0208065
4, 131, 200, -nan, 0.668548, -nan, 0.0104646
4, 132, 200, -nan, 0.740431, -nan, 0.0182181
4, 133, 200, -nan, 0.650585, -nan, 0.0192164
4, 134, 200, 0.142857, 0.678756, -0.782799, -0.00705863
4, 135, 200, -nan, 0.751408, -nan, 0.0269986
4, 136, 200, -nan, 0.667665, -nan, 0.0146771
4, 137, 200, -nan, 0.550513, -nan, 0.0452406
4, 138, 200, -nan, 0.776508, -nan, 0.00659346
4, 139, 200, 0.125, 0.720371, -0.809129, 0.0175277
4, 140, 200, -nan, 0.709472, -nan, 0.0232251
4, 141, 200, -nan, 0.548875, -nan, 0.0332348
4, 142, 200, -nan, 0.870653, -nan, 0.0152644
4, 143, 200, 0.125, 0.750899, -0.831776, 0.0175365
4, 144, 200, -nan, 0.763957, -nan, 0.0199021
4, 145, 200, -nan, 0.736761, -nan, 0.0332357
4, 146, 200, -nan, 0.779954, -nan, 0.00958323
4, 147, 200, -nan, 0.706792, -nan, 0.0162854
4, 148, 200, -nan, 0.646424, -nan, 0.0171442
4, 149, 200, -nan, 0.814871, -nan, 0.018687
4, 150, 200, -nan, 0.62477, -nan, 0.020359
4, 151, 200, 0.125, 0.719496, -0.82932, 0.0178492
4, 152, 200, -nan, 0.645578, -nan, 0.00915039
4, 153, 200, -nan, 0.626442, -nan, 0.0302942
4, 154, 200, -nan, 0.604896, -nan, 0.0191989
4, 155, 200, -nan, 0.610281, -nan, 0.0208674
4, 156, 200, -nan, 0.723609, -nan, 0.0277426
4, 157, 200, 0.125, 0.639204, -0.846409, 0.0105328
4, 158, 200, 0.0625, 0.645755, -0.841207, 0.014818
4, 159, 200, -nan, 0.624909, -nan, 0.0232259
5, 160, 200, 0.125, 0.754797, -0.84451, -0.00743807
5, 161, 200, -nan, 0.569864, -nan, 0.0312138
5, 162, 200, -nan, 0.815698, -nan, 0.02563
5, 163, 200, -nan, 0.627308, -nan, -0.00518517
5, 164, 200, 0.125, 0.595062, -0.838318, 0.0231933
5, 165, 200, -nan, 1.10965, -nan, 0.0175965
5, 166, 200, 0.125, 0.644884, -0.836098, 0.0212362
5, 167, 200, 0.0434783, 0.816626, -0.835428, 0.0144734
5, 168, 200, 0.2, 0.687496, -0.762091, 0.0179682
5, 169, 200, 0.0909091, 0.66215, -0.893635, 0.0163812
5, 170, 200, 0.0555556, 0.762886, -0.784816, 0.0121592
5, 171, 200, -nan, 0.707181, -nan, 0.0227149
5, 172, 200, -nan, 0.657737, -nan, 0.0294077
5, 173, 200, 0.0416667, 0.744591, -0.827845, -0.000518055
5, 174, 200, 0.0909091, 0.643401, -0.752307, 0.0199519
5, 175, 200, 0.0625, 0.709937, -0.835665, 0.0199761
5, 176, 200, 0.125, 0.675195, -0.809412, 0.0123278
5, 177, 200, -nan, 0.61497, -nan, 0.0199792
5, 178, 200, 0.0714286, 0.827559, -0.802693, 0.0196059
5, 179, 200, -nan, 0.612164, -nan, -0.00464139
5, 180, 200, -nan, 0.559354, -nan, 0.0249641
5, 181, 200, 0.125, 1.18693, -0.835334, 0.0227153
5, 182, 200, 0.2, 0.738173, -0.751603, 0.0038309
5, 183, 200, 0.0434783, 0.73948, -0.839699, 0.0177352
5, 184, 200, 1, 0.610967, -1, 0.00814506
5, 185, 200, -nan, 0.640988, -nan, 0.0203956
5, 186, 200, 0.125, 0.662027, -0.852131, 0.0136036
5, 187, 200, 0.0625, 0.786993, -0.831467, 0.0163708
5, 188, 200, -nan, 0.625594, -nan, 0.0171061
5, 189, 200, 0.125, 0.781862, -0.825775, 0.0285213
5, 190, 200, 0.125, 0.682815, -0.870365, 0.0153658
5, 191, 200, -nan, 0.625963, -nan, 0.0160577
5, 192, 200, -nan, 0.675898, -nan, 0.0123386
5, 193, 200, 0.0555556, 0.823377, -0.756821, 0.00518737
5, 194, 200, 0.0106383, 1.00513, -0.76555, 0.0116986
5, 195, 200, 0.0131579, 0.854774, -0.721485, 0.0124788
5, 196, 200, 0.0140845, 0.762857, -0.77011, 0.00960258
5, 197, 200, 0.0166667, 0.789829, -0.815894, 0.0072906
5, 198, 200, 0.025, 0.953713, -0.822321, 0.00807299
5, 199, 200, 0.0163934, 0.657383, -0.777945, 0.0090625
6, 200, 200, 0.0322581, 0.900536, -0.82256, -0.00468063
6, 201, 200, 0.0217391, 0.75987, -0.729381, 0.00523824
6, 202, 200, 0.025, 0.63018, -0.824021, 0.0128004
6, 203, 200, 0.025, 0.811437, -0.82715, 0.0114616
6, 204, 200, 0.05, 0.684903, -0.846113, 0.014245
6, 205, 200, 0.0285714, 0.720831, -0.799688, 0.0106943
6, 206, 200, 0.0277778, 0.7621, -0.693827, 0.0105783
6, 207, 200, 0.0169492, 0.70203, -0.801869, 0.010739
6, 208, 200, 0.025641, 0.691939, -0.797793, 0.00441734
6, 209, 200, 0.0175439, 0.703675, -0.757146, 0.0102498
6, 210, 200, 0.0232558, 0.737573, -0.790942, 0.0101764
6, 211, 200, 0.0227273, 0.75202, -0.72322, 0.0144219
6, 212, 200, 0.03125, 0.729061, -0.788111, 0.0117638
6, 213, 200, 0.0188679, 0.650504, -0.844974, 0.0105109
6, 214, 200, 0.0263158, 0.691966, -0.852299, 0.0120224
6, 215, 200, 0.0625, 0.631557, -0.837463, 0.0126875
6, 216, 200, 0.0625, 0.737246, -0.746725, 0.00643479
6, 217, 200, 0.0115875, 0.630188, -0.747232, 0.0139097
6, 218, 200, 0.00980392, 0.75384, -0.664305, 0.00861719
6, 219, 200, 0.0175439, 0.700775, -0.784336, 0.0124836
6, 220, 200, 0.0175439, 0.737466, -0.709529, 0.00513334
6, 221, 200, 0.0136986, 0.6879, -0.760586, 0.0112581
6, 222, 200, 0.0126582, 0.713792, -0.696979, 0.00968481
6, 223, 200, 0.0208333, 0.676744, -0.73271, 0.011223
6, 224, 200, 0.0142857, 0.642717, -0.656018, 0.00902416
6, 225, 200, 0.0147059, 0.712628, -0.756154, 0.0110966
6, 226, 200, 0.0625, 0.645031, -0.842157, 0.00960384
6, 227, 200, 0.0454545, 0.733579, -0.819108, 0.0110764
6, 228, 200, 0.0384615, 0.677385, -0.640538, 0.0110709
6, 229, 200, 0.037037, 0.807394, -0.75105, 0.0171852
6, 230, 200, 0.025, 0.685121, -0.828163, 0.011238
6, 231, 200, 0.025641, 0.727324, -0.772103, 0.0112089
6, 232, 200, 0.0243902, 0.72218, -0.707669, 0.0138815
6, 233, 200, 0.0136986, 0.619586, -0.767176, 0.0120357
6, 234, 200, 0.00952381, 0.677994, -0.67627, 0.00891826
6, 235, 200, 0.016129, 0.732849, -0.688929, 0.0114725
6, 236, 200, 0.0172414, 0.712498, -0.724325, 0.00988481
6, 237, 200, 0.0294118, 0.677379, -0.772141, 0.0117587
6, 238, 200, 0.125, 0.660838, -0.838862, 0.0102091
6, 239, 200, 0.125, 0.711013, -0.839708, 0.015148
7, 240, 200, 0.03125, 0.742092, -0.871228, 0.0114709
7, 241, 200, 0.037037, 0.673916, -0.739801, 0.00652084
7, 242, 200, 0.0625, 0.745898, -0.791873, 0.0131677
7, 243, 200, 0.0238095, 0.713435, -0.698794, 0.01032
7, 244, 200, 0.0120482, 0.682099, -0.649784, -0.00258704
7, 245, 200, 0.0169492, 0.688993, -0.711841, 0.0112144
7, 246, 200, 0.0172414, 0.720348, -0.766777, 0.0114829
7, 247, 200, 0.0151515, 0.63602, -0.760229, 0.011296
7, 248, 200, 0.0117647, 0.666563, -0.753082, 0.00555782
7, 249, 200, 0.0153846, 0.641545, -0.698618, 0.00878381
7, 250, 200, 0.015625, 0.651537, -0.775238, 0.0115344
7, 251, 200, 0.0227273, 0.753591, -0.640655, 0.012612
7, 252, 200, 0.0232558, 0.723961, -0.689432, 0.0116012
7, 253, 200, 0.00698221, 0.653406, -0.666334, 0.0127809
7, 254, 200, 0.0169492, 0.737976, -0.80004, 0.0083669
7, 255, 200, 0.04, 0.661813, -0.727661, 0.0125501
7, 256, 200, 0.0144928, 0.705593, -0.694641, 0.0112299
7, 257, 200, 0.03125, 0.703186, -0.787811, 0.013312
7, 258, 200, 0.025, 0.751449, -0.804204, 0.0123133
7, 259, 200, 0.1, 0.728564, -0.7471, 0.0113835
7, 260, 200, 0.025641, 0.652112, -0.854424, 0.00970703
7, 261, 200, 0.0322581, 0.721684, -0.802227, 0.0121219
7, 262, 200, 0.0666667, 0.75241, -0.609273, 0.0117646
7, 263, 200, 0.0208333, 0.797325, -0.796761, 0.0114494
7, 264, 200, 0.0102041, 0.653868, -0.717664, 0.0118469
7, 265, 200, 0.025641, 0.66282, -0.778796, 0.00948743
7, 266, 200, 0.215493, 0.740862, -0.768763, 0.0101482
7, 267, 200, 0.027027, 0.636322, -0.87234, 0.0110911
7, 268, 200, 0.0232558, 0.662809, -0.887726, 0.0100691
7, 269, 200, 0.0217391, 0.740122, -0.715873, 0.0094698
7, 270, 200, 0.0217391, 0.719797, -0.652374, 0.0128108
7, 271, 200, 0.0126582, 0.771296, -0.596178, 0.0131424
7, 272, 200, 0.0131579, 0.707428, -0.666459, 0.00797505
7, 273, 200, 0.0113636, 0.741973, -0.653599, 0.00789106
