1, 0, 17619, 11556, 11825, 0, -0.00962214, -0.821169, 0.805258, -nan
1, 1, 17600, 11575, 11825, 0, -0.00936916, -0.818534, 0.803001, -nan
1, 2, 17593, 11582, 11825, 0, -0.00970081, -0.817058, 0.80052, -nan
1, 3, 17592, 11583, 11825, 0, -0.0101307, -0.816209, 0.799136, -nan
1, 4, 17591, 11584, 11825, 0, -0.00999368, -0.816083, 0.800228, -nan
1, 5, 17573, 11590, 11837, 0, -0.00965635, -0.810758, 0.795353, -nan
1, 6, 17544, 11606, 11849, 0, -0.010682, -0.811039, 0.795448, -nan
1, 7, 17476, 11661, 11863, 0, -0.0112637, -0.813231, 0.79492, -nan
1, 8, 17254, 11810, 11936, 0, -0.0122666, -0.80635, 0.788938, -nan
1, 9, 16898, 12040, 12061, 0, -0.0127141, -0.794492, 0.776298, -nan
1, 10, 16616, 12174, 12210, 0, -0.0134226, -0.79558, 0.776881, -nan
1, 11, 16293, 12348, 12358, 1, -0.0140813, -0.797155, 0.778134, -0.0210806
1, 12, 15860, 12585, 12552, 3, -0.0150461, -0.786146, 0.764956, -0.0242977
1, 13, 15156, 12988, 12854, 2, -0.0162514, -0.778096, 0.75502, -0.00472537
1, 14, 14559, 13331, 13091, 19, -0.0169611, -0.76282, 0.738199, 0.00437445
1, 15, 14018, 13650, 13309, 22, -0.0176384, -0.75769, 0.732058, 0.00721614
1, 16, 13494, 13957, 13541, 7, -0.0184856, -0.771388, 0.744874, 0.0257106
1, 17, 13050, 14221, 13714, 14, -0.0188339, -0.767871, 0.741404, 0.0035212
1, 18, 12419, 14588, 13973, 18, -0.0203789, -0.762523, 0.732538, 0.000719594
1, 19, 12053, 14822, 14113, 11, -0.0216798, -0.770369, 0.740456, 0.0132338
1, 20, 11666, 15051, 14268, 14, -0.0221838, -0.775225, 0.746961, 0.0805144
1, 21, 11269, 15301, 14422, 7, -0.0237804, -0.779017, 0.747965, -0.0280035
1, 22, 10789, 15542, 14648, 21, -0.0241496, -0.775824, 0.744625, 0.0116807
1, 23, 10324, 15826, 14826, 23, -0.0239787, -0.774925, 0.740503, 0.015476
1, 24, 10012, 16004, 14965, 18, -0.0250122, -0.781989, 0.753084, 0.0217034
1, 25, 9640, 16217, 15123, 19, -0.0251106, -0.782292, 0.748532, 0.0167613
1, 26, 9355, 16389, 15242, 12, -0.0262903, -0.785875, 0.752018, 0.00919282
1, 27, 9033, 16577, 15369, 20, -0.0273679, -0.786719, 0.75315, -0.00292504
1, 28, 8818, 16694, 15466, 21, -0.0279434, -0.788284, 0.751675, 0.0168775
1, 29, 8476, 16893, 15605, 25, -0.0293518, -0.781291, 0.746283, 0.00136658
1, 30, 8239, 17039, 15701, 20, -0.0296887, -0.789315, 0.752378, 0.0321309
1, 31, 7944, 17219, 15807, 30, -0.0303328, -0.796423, 0.755816, 0.0526916
1, 32, 7740, 17345, 15885, 30, -0.0310521, -0.801834, 0.76251, 0.0760607
1, 33, 7545, 17460, 15959, 36, -0.0321231, -0.8042, 0.763815, 0.0776106
1, 34, 7376, 17562, 16036, 26, -0.0324113, -0.81031, 0.774492, 0.0172804
1, 35, 7153, 17685, 16130, 31, -0.0334138, -0.804761, 0.76355, 0.075376
1, 36, 6981, 17794, 16194, 29, -0.0333485, -0.805859, 0.766496, 0.0886631
1, 37, 6821, 17895, 16251, 31, -0.0337547, -0.810127, 0.768661, 0.0925868
1, 38, 6672, 17979, 16321, 26, -0.0350258, -0.810154, 0.772322, 0.112814
1, 39, 6571, 18048, 16345, 34, -0.0352742, -0.808267, 0.771066, 0.0942982
2, 40, 6474, 18117, 16381, 26, -0.0353197, -0.817741, 0.778832, 0.124479
2, 41, 6343, 18194, 16432, 29, -0.0350229, -0.813895, 0.778122, 0.0969113
2, 42, 6222, 18263, 16486, 26, -0.0364549, -0.815061, 0.776721, 0.0398339
2, 43, 6124, 18319, 16531, 23, -0.0362784, -0.822422, 0.784702, 0.036097
2, 44, 6014, 18384, 16565, 35, -0.0371517, -0.817807, 0.776991, 0.0711185
2, 45, 5931, 18434, 16604, 29, -0.038045, -0.816082, 0.780869, 0.027081
2, 46, 5859, 18481, 16632, 26, -0.0387907, -0.82905, 0.790006, 0.0321143
2, 47, 5746, 18555, 16671, 26, -0.0386015, -0.832607, 0.788378, 0.0341079
2, 48, 5670, 18606, 16698, 23, -0.0388868, -0.832657, 0.790186, 0.114219
2, 49, 5579, 18666, 16733, 19, -0.0392473, -0.828627, 0.783136, 0.126701
2, 50, 5497, 18721, 16763, 17, -0.039199, -0.834873, 0.789473, 0.0607231
2, 51, 5448, 18754, 16781, 15, -0.0393956, -0.836912, 0.794719, 0.0927395
2, 52, 5374, 18799, 16810, 16, -0.0391618, -0.833824, 0.792116, 0.0798465
2, 53, 5306, 18844, 16833, 16, -0.0392913, -0.833456, 0.79163, 0.10337
2, 54, 5255, 18876, 16851, 18, -0.0396043, -0.834446, 0.792836, 0.107783
2, 55, 5196, 18906, 16879, 19, -0.0403715, -0.840197, 0.798159, 0.135522
2, 56, 5117, 18953, 16910, 19, -0.0410693, -0.83012, 0.790239, 0.0996143
2, 57, 5038, 19001, 16944, 17, -0.0429897, -0.833453, 0.786688, 0.115902
2, 58, 4964, 19041, 16970, 25, -0.043836, -0.832016, 0.787019, 0.13211
2, 59, 4890, 19091, 16994, 25, -0.044068, -0.83152, 0.777665, 0.130653
2, 60, 4854, 19113, 17002, 31, -0.0441504, -0.831865, 0.780138, 0.15579
2, 61, 4824, 19139, 17011, 26, -0.0441416, -0.842268, 0.794454, 0.126438
2, 62, 4778, 19164, 17036, 22, -0.0443769, -0.84257, 0.795706, 0.118714
2, 63, 4747, 19188, 17042, 23, -0.0440152, -0.844221, 0.803398, 0.158494
2, 64, 4704, 19216, 17062, 18, -0.0438824, -0.843622, 0.800872, 0.121347
2, 65, 4657, 19242, 17083, 18, -0.0442221, -0.844005, 0.800846, 0.104127
2, 66, 4582, 19279, 17113, 26, -0.0450333, -0.845231, 0.798681, 0.0998892
2, 67, 4523, 19312, 17139, 26, -0.0454827, -0.837658, 0.794127, 0.0573772
2, 68, 4486, 19341, 17151, 22, -0.0456095, -0.844013, 0.802358, 0.0549386
2, 69, 4442, 19363, 17174, 21, -0.0467666, -0.843791, 0.804056, 0.13691
2, 70, 4405, 19384, 17188, 23, -0.0467011, -0.843952, 0.805152, 0.0951776
2, 71, 4377, 19401, 17197, 25, -0.0470694, -0.846572, 0.80754, 0.0998868
2, 72, 4324, 19432, 17220, 24, -0.0467745, -0.846916, 0.807396, 0.0787081
2, 73, 4292, 19455, 17233, 19, -0.0467096, -0.847733, 0.809355, 0.0670005
2, 74, 4247, 19484, 17246, 22, -0.0475561, -0.840414, 0.798052, 0.05083
2, 75, 4203, 19505, 17265, 26, -0.0478998, -0.84052, 0.807256, 0.0627281
2, 76, 4176, 19531, 17273, 20, -0.0480833, -0.841369, 0.798458, 0.0999191
2, 77, 4139, 19549, 17293, 19, -0.0490657, -0.84432, 0.79787, 0.0646086
2, 78, 4109, 19572, 17299, 20, -0.0487244, -0.843957, 0.799004, 0.138691
2, 79, 4087, 19586, 17304, 23, -0.0488012, -0.840882, 0.798083, 0.139863
3, 80, 4066, 19603, 17311, 20, -0.0487001, -0.845785, 0.804598, 0.146866
3, 81, 4038, 19623, 17323, 16, -0.0481634, -0.846356, 0.801837, 0.12419
3, 82, 4011, 19642, 17327, 20, -0.0483046, -0.844583, 0.796839, 0.171465
3, 83, 3982, 19662, 17333, 22, -0.0478655, -0.845381, 0.800222, 0.173585
3, 84, 3951, 19682, 17348, 18, -0.0481192, -0.846823, 0.80067, 0.187059
3, 85, 3918, 19706, 17356, 19, -0.0484049, -0.849346, 0.802445, 0.202982
3, 86, 3870, 19741, 17372, 17, -0.0493295, -0.845052, 0.800537, 0.236611
3, 87, 3833, 19765, 17385, 17, -0.0497038, -0.846794, 0.802072, 0.147041
3, 88, 3800, 19787, 17396, 17, -0.0502321, -0.844398, 0.798549, 0.116936
3, 89, 3771, 19813, 17399, 16, -0.0507232, -0.843802, 0.797982, 0.20372
3, 90, 3738, 19833, 17411, 17, -0.0505742, -0.844658, 0.798972, 0.0522038
3, 91, 3706, 19853, 17424, 16, -0.0514656, -0.842131, 0.791262, 0.0751549
3, 92, 3682, 19872, 17427, 18, -0.0515088, -0.844124, 0.79788, 0.182479
3, 93, 3663, 19884, 17432, 20, -0.0518714, -0.846324, 0.795992, 0.0800587
3, 94, 3626, 19905, 17440, 28, -0.0527189, -0.844229, 0.791013, 0.101086
3, 95, 3607, 19917, 17447, 28, -0.0530006, -0.842586, 0.793759, 0.0444106
3, 96, 3582, 19931, 17456, 29, -0.0535811, -0.8409, 0.788368, 0.0969328
3, 97, 3565, 19950, 17453, 28, -0.0535943, -0.841557, 0.788336, 0.147424
3, 98, 3544, 19971, 17454, 27, -0.0540321, -0.839807, 0.785821, 0.142973
3, 99, 3526, 19986, 17460, 25, -0.0542821, -0.845071, 0.792157, 0.188218
3, 100, 3509, 19999, 17463, 26, -0.0546879, -0.848215, 0.800349, 0.206217
