1, 0, 2046, 58
2, 1, 1305, 28
3, 2, 976, 22
4, 3, 841, 7
5, 4, 743, 6
6, 5, 674, 5
7, 6, 613, 4
8, 7, 593, 3
9, 8, 557, 4
10, 9, 516, 4
11, 10, 507, 4
12, 11, 474, 2
13, 12, 451, 4
14, 13, 431, 8
15, 14, 416, 5
16, 15, 414, 4
17, 16, 399, 5
18, 17, 398, 2
19, 18, 405, 3
20, 19, 419, 3
21, 20, 407, 2
22, 21, 398, 1
23, 22, 405, 2
24, 23, 400, 1
25, 24, 403, 2
26, 25, 386, 3
27, 26, 387, 2
28, 27, 377, 3
29, 28, 373, 3
30, 29, 370, 3
31, 30, 369, 3
32, 31, 370, 5
33, 32, 369, 3
34, 33, 367, 2
35, 34, 375, 3
36, 35, 375, 4
37, 36, 372, 5
38, 37, 375, 2
39, 38, 372, 2
40, 39, 372, 2
41, 40, 357, 2
42, 41, 346, 3
43, 42, 343, 7
44, 43, 343, 8
45, 44, 337, 6
46, 45, 331, 6
47, 46, 315, 5
48, 47, 335, 4
49, 48, 326, 3
50, 49, 319, 1
51, 50, 322, 1
52, 51, 319, 2
53, 52, 331, 2
54, 53, 318, 3
55, 54, 325, 6
56, 55, 331, 3
57, 56, 334, 3
58, 57, 321, 2
59, 58, 325, 2
60, 59, 330, 3
61, 60, 320, 4
62, 61, 328, 0
63, 62, 320, 3
64, 63, 322, 1
65, 64, 326, 1
66, 65, 323, 1
67, 66, 331, 2
68, 67, 328, 1
69, 68, 329, 2
70, 69, 342, 2
71, 70, 329, 3
72, 71, 335, 2
73, 72, 319, 3
74, 73, 322, 5
75, 74, 306, 2
76, 75, 315, 6
77, 76, 318, 4
78, 77, 326, 6
79, 78, 326, 5
80, 79, 322, 4
81, 80, 320, 5
82, 81, 317, 6
83, 82, 311, 6
84, 83, 323, 1
85, 84, 310, 2
86, 85, 311, 2
87, 86, 316, 3
88, 87, 312, 2
89, 88, 307, 3
90, 89, 312, 2
91, 90, 294, 2
92, 91, 294, 0
93, 92, 298, 0
94, 93, 292, 1
95, 94, 288, 2
96, 95, 292, 3
97, 96, 286, 2
98, 97, 286, 2
99, 98, 282, 2
100, 99, 279, 1
