1, 0, 29262, 5855, 5883, 0, -0.00118642, -0.979959, 0.973102, -nan
1, 1, 29247, 5869, 5884, 0, -0.0025273, -0.977856, 0.969907, -nan
1, 2, 29245, 5870, 5885, 0, -0.00238126, -0.977062, 0.969262, -nan
1, 3, 29238, 5875, 5887, 0, -0.00234439, -0.974682, 0.966463, -nan
1, 4, 29193, 5906, 5901, 0, -0.00319304, -0.97092, 0.962147, -nan
1, 5, 29129, 5952, 5919, 0, -0.0027603, -0.965076, 0.958644, -nan
1, 6, 29035, 5996, 5969, 0, -0.00378375, -0.963024, 0.954514, -nan
1, 7, 28867, 6099, 6034, 0, -0.00302549, -0.955862, 0.948672, -nan
1, 8, 28599, 6248, 6153, 0, -0.0026231, -0.947804, 0.939921, -nan
1, 9, 28168, 6510, 6322, 0, -0.00278095, -0.936434, 0.928728, -nan
1, 10, 27814, 6690, 6496, 0, -0.00414118, -0.924429, 0.913443, -nan
1, 11, 27408, 6879, 6713, 0, -0.00489687, -0.921074, 0.905774, -nan
1, 12, 27142, 7017, 6841, 0, -0.00511444, -0.919099, 0.90571, -nan
1, 13, 26780, 7191, 7029, 0, -0.00501287, -0.918534, 0.903877, -nan
1, 14, 26450, 7371, 7179, 0, -0.00505843, -0.908208, 0.895441, -nan
1, 15, 26012, 7589, 7399, 0, -0.00627612, -0.901839, 0.883721, -nan
1, 16, 25606, 7784, 7610, 0, -0.00753931, -0.895404, 0.879168, -nan
1, 17, 25234, 7970, 7796, 0, -0.00786213, -0.895551, 0.874639, -nan
1, 18, 25020, 8081, 7896, 1, -0.00913529, -0.89676, 0.871119, 0.0109541
1, 19, 24410, 8417, 8170, 3, -0.00939477, -0.884487, 0.862775, 0.0452763
1, 20, 23854, 8703, 8441, 1, -0.0102179, -0.876999, 0.857834, 0.280932
1, 21, 23293, 9015, 8691, 1, -0.0099969, -0.887682, 0.865459, 0.0502471
1, 22, 22800, 9260, 8938, 1, -0.0107249, -0.88831, 0.867497, 0.00807183
1, 23, 22190, 9601, 9208, 1, -0.0116641, -0.885034, 0.866291, 0.00290543
1, 24, 21686, 9870, 9442, 2, -0.0113886, -0.885774, 0.866033, -7.90144e-05
