1, 0, 200, 1185.13, 1172.11, 810.651, 187.915, 185.383, 0
1, 1, 200, 171.325, 321.598, 123.067, 24.0614, 37.8586, 0
1, 2, 200, 135.077, 188.058, 103.505, 14.3041, 22.0838, 0
1, 3, 200, 120.014, 177.49, 80.0536, 21.6464, 23.5393, 0
1, 4, 200, 419.813, 805.18, 273.045, 74.7983, 107.003, 0
1, 5, 200, 324.236, 779.468, 205.558, 88.6048, 71.4575, 0
1, 6, 200, 368.94, 754.234, 225.868, 82.5338, 95.5648, 0
1, 7, 200, 631.772, 964.262, 378.485, 126, 157.513, 0
1, 8, 200, 606.62, 896.334, 344.587, 127.822, 160.548, 0
1, 9, 200, 696.267, 911.061, 320.924, 185.117, 209.753, 0
1, 10, 200, 471.397, 734.239, 215.206, 120.313, 159.772, 0
1, 11, 200, 943.344, 1470.76, 379.699, 291.058, 307.01, 13.5237
1, 12, 200, 724.488, 795.886, 268.513, 198.838, 263.628, 0
1, 13, 200, 1142.48, 1243.55, 413.425, 319.52, 418.726, 0
1, 14, 200, 627.956, 794.398, 223.13, 189.302, 230.656, 0
1, 15, 200, 1002.69, 1001.09, 292.083, 352.749, 357.713, 0
1, 16, 200, 1285.4, 1575.35, 283.366, 478.121, 550.269, 0
1, 17, 200, 1218.19, 1176.57, 323.861, 449.522, 441.019, 0
1, 18, 200, 782.869, 787.979, 181.919, 282.794, 318.619, 0.00221733
1, 19, 200, 1769.97, 2297.06, 373.451, 646.053, 768.06, 30.3198
1, 20, 200, 1893.28, 1687.91, 315.196, 708.773, 832.854, 17.7827
1, 21, 200, 3209.28, 2155.86, 497.484, 1361.39, 1243.68, 10.9552
1, 22, 200, 2555.35, 1855.88, 458.179, 988.56, 1030.52, 14.5028
1, 23, 200, 3028.07, 2431.91, 478.275, 1159.14, 1315.11, 21.3491
1, 24, 200, 3109.12, 1419.32, 484.108, 1204.06, 1218.14, 49.1956
1, 25, 200, 3282.4, 2047.08, 393.44, 1293.45, 1423.95, 59.2632
1, 26, 200, 3424.91, 1541.14, 366.278, 1388.76, 1446.99, 51.63
1, 27, 200, 3387.91, 2042.49, 377.971, 1431.45, 1407.84, 48.3349
1, 28, 200, 3501.62, 1864.56, 333.712, 1433.95, 1515.61, 69.53
